"run_id","habitat_patches"
"199011722825821C",12
"199062596942934A",3
"199097015749366A",13
"199176381182859E",10
"199283980774439A",6
"199416567541669D",14
"199485149424185C",10
"199579846976255C",11
"199647228917264C",6
"199669093472298C",17
"199723544429509C",14
"199788604566639D",5
"1998975258542B",4
"199898747747494E",6
"200056441817730E",13
"200071970766651A",6
"200138008392537E",4
"200236533543574C",10
"200261916908753C",13
"20026893837393E",11
"200319964116242A",10
"200338625355937E",6
"200381608786330D",3
"200413259200920B",4
"200441941308174E",13
"200476571937463C",11
"200540593871121E",4
"200550656813198B",16
"200552078443815E",2
"200605468645050D",10
"200615335470260C",15
"200731868431288B",4
"200735147088648E",2
"200774148582231D",2
"200861992091598D",11
"201030319940961D",3
"201034082021483C",11
"201108865193927B",2
"201128079103378D",7
"201163339649423A",10
"201182087410199D",13
"201395916733982B",10
"2015355244764C",9
"201559531719773E",13
"201633919817286A",12
"20169815635599E",8
"201741903209656A",14
"201754073484523C",15
"201789507274871D",9
"201794497030900E",7
"201810113163206D",6
"201889995919139B",2
"201901260637225D",16
"20193384736239B",8
"20195852207494C",2
"201969075928182A",16
"201978995524634E",14
"202010244455640D",15
"202045184692654A",12
"202109729955058C",2
"202111737495453E",15
"202126820391935A",10
"202153603156736B",12
"202163067202326B",2
"202268962223356C",4
"202294771044415B",16
"202333936275991A",11
"202385612175082A",4
"202399636850460E",18
"202497343428045C",7
"202545181973353D",9
"202566145361851A",14
"202595658767959A",18
"202682055482467E",7
"202720327103700A",5
"202722918649543D",10
"202746923588834D",4
"202779298838332E",17
"202864760943248A",13
"202917980039316E",11
"20298891659465A",16
"203069208494827E",7
"203094850297894D",5
"203136246236740C",14
"203156538947162C",2
"203165659072348E",2
"20337255011061C",6
"203530592376409D",6
"203575487942040D",6
"203578343341630A",15
"203636920042779C",6
"203721951209153C",14
"20372315221883B",7
"203870417159050B",13
"20398228079910C",4
"203993564441821D",14
"204022144849885A",13
"20409437182910D",2
"204099922781156A",10
"204107355214097A",4
"204108348776966E",11
"204111227349012C",10
"204124852773325E",4
"204222436142876E",6
"204231197178188C",17
"204306947597297C",3
"204307990461325C",9
"204371799503109A",4
"204462010906932D",16
"204473337461071B",16
"204491012062017C",3
"204495884585919E",13
"204499326648154A",14
"204504443582006B",12
"204506517713935E",11
"204532537752299C",2
"204565046913246B",2
"204597607110847D",5
"204746152554361E",10
"204779952072088C",10
"204786046181141A",2
"204850819950698A",14
"205074431896695E",10
"205091637581251C",5
"205131720800081B",8
"205272143013050E",4
"205318246664185D",4
"20538347620510B",15
"20538397809601A",2
"205413216372335C",3
"205479097932628E",7
"205493102481427E",4
"20553022597831D",10
"205532499292817C",3
"205610853914005E",7
"205613668312100A",3
"205658216778060E",7
"205658858480308E",13
"205685979961183C",11
"205705669582637E",11
"205751801944511B",2
"20584022496627C",9
"205866597803569B",17
"20587380987453D",5
"205881875889607C",4
"20588943348693A",3
"205939787349953A",6
"205971983194550D",6
"205984780641166A",9
"205999467485427C",8
"206008645175811E",6
"206029441866424E",5
"206031718778251E",3
"206034887225917E",3
"206141995137856D",8
"20617142152124B",4
"206184761491785D",3
"206214345875474C",8
"206224781918821A",3
"206227663412556B",12
"206375539122886A",4
"20639842690553D",17
"206401508301534A",15
"206401997653633B",14
"206504117552780A",2
"206520548242637C",9
"20664757988628E",10
"206684830809957B",12
"206695896293200A",12
"206724202435741E",14
"206744801811764E",8
"206768330202947E",6
"206823802732739E",15
"206849362905515A",6
"206856752446535E",3
"206864579127421D",5
"206869485356906D",5
"206878037222222E",10
"207060259709335B",4
"207119975781148E",9
"207121257356010D",19
"207132173968882E",14
"207132389195214A",14
"207140617642013E",15
"207142628470765B",7
"207144962117721A",2
"207205590569206D",5
"20720734400465D",11
"207217490354676A",14
"207219838793879C",6
"207242721600559D",19
"207257660320142C",5
"207315231768101D",8
"207330051581582B",2
"207386725831678B",7
"207429941158683D",6
"207439378429287C",3
"207490692340317A",10
"207615404437123B",10
"207616125644260B",3
"207620568448159D",15
"207646068420294B",2
"207698022454706A",5
"207809093502682B",17
"207847692786156A",15
"20787720645414E",15
"207929924502654A",10
"208014266724453B",3
"208039412216944C",9
"208071944583076C",4
"208095530883512E",10
"208098858402408E",16
"208126151068526A",14
"208256675661639C",10
"208369403688358B",3
"208381567254919D",18
"208385490378943A",9
"208394755790429D",16
"208417886971893D",10
"208480614922386B",3
"208509559648427E",17
"208528173919942A",17
"208531028882241C",2
"208595953319056A",2
"208643778462847D",15
"20868400806456D",9
"208691604065968A",12
"208697564883997A",15
"208730077379905E",9
"208752595346044C",2
"208765483662119E",12
"208774683231771E",16
"208775340457737A",12
"208824239951694C",14
"208831530527761A",11
"208897224723557C",5
"208955859266775B",14
"208993427042790A",9
"209055186709467C",4
"209096921935025A",7
"209161835333114E",16
"209252031969546C",10
"209335529262170B",8
"209384677770301B",7
"209452922374898A",17
"209561975172490E",19
"209607443100054E",6
"209621681428959A",5
"209654985034952C",12
"209701533630556A",4
"209701815064161C",6
"209828918397702E",2
"209938513579146E",4
"209982119042424D",10
"210016455167447B",13
"210032404926895C",12
"210058350689145E",12
"210098875754331B",2
"21012898049137A",8
"210182951656045E",6
"210224622483769A",10
"210288266452076D",11
"210330738699662C",14
"210513768192430D",18
"210551187407310E",9
"210598178913562C",10
"210620400525585A",4
"210660651863810D",12
"21069789569853D",16
"210778510481750A",2
"210803662345722C",7
"210846337567539E",9
"210869907726393C",4
"210888151460824A",10
"21095010533560B",12
"21095276490546E",10
"211081531731144C",13
"211161066503091C",15
"211165482553363E",13
"211166260353844A",7
"211244543177430C",11
"21125601088457D",10
"211263467948591B",9
"211310795419303C",13
"211327770632236E",8
"211336333951194E",11
"211349171060632D",10
"211460496598977A",2
"211488219522384C",6
"211497837038815A",2
"211523253457892C",13
"211550366469167D",2
"211554518546804A",3
"211562254611397C",10
"211596924021268E",5
"211600296348985C",2
"211647147302635C",4
"211653242497134A",12
"2116675450165D",15
"211680772053591B",14
"211683083370087C",11
"211684653909058D",17
"211732387463760E",10
"211774735726072C",3
"211805373849704E",11
"211821146071317E",8
"211839644223638E",13
"211851828938946C",12
"211867155163290E",7
"211874194588231E",12
"211900725778840C",14
"211931730314741B",12
"211959457013473E",8
"211976927995026A",2
"211983104248755A",13
"212015712859825E",2
"212018519639460A",2
"212080349730559D",7
"21209022291551D",2
"212126408439325A",4
"212183085494395B",2
"212190467381604B",6
"212233236913759A",7
"212257964277135A",7
"212376984186982D",14
"212456342536632B",15
"212457269355794D",10
"212459270064563C",11
"212467447576064D",15
"212494692474056A",2
"212509310290436D",14
"212510674445840A",11
"212519265038196E",13
"212598247877737C",2
"212642564747962A",2
"212668447021479A",2
"21282989607783E",2
"212837075444274A",4
"212876291113409B",13
"212879730017827C",11
"212919441921758B",6
"212956769473951D",7
"213049556890265E",8
"213119810249859E",4
"213147296397488B",5
"213218395259342C",11
"213237558171559B",10
"213248981257812D",5
"213286623542901C",15
"213366681432829D",12
"213382964720418E",11
"213487854450023C",2
"21353446910027A",16
"213610907242884E",13
"213632352708596A",2
"213674234057061D",10
"213713150959684B",7
"213767376963999B",10
"21383481715347A",2
"213960387333454E",13
"213969474748593C",2
"214130384234109C",3
"214170874276950B",9
"214171081508614E",17
"21419790717577D",3
"214199864291401A",7
"214257207209334A",3
"214281979569049E",2
"214305512500864E",2
"214413855790323C",3
"214570280976237E",13
"214589257698823B",19
"214641719511870D",12
"214675854633708B",10
"214677001764576E",8
"214697182718306C",11
"214776834053047D",12
"214811994994122D",17
"214947824424230C",17
"215026860507811A",11
"215034886022290D",17
"215051851607758C",2
"215075025124286D",8
"215107097307745E",8
"215112687481271D",15
"215425127629299A",6
"215478855248850C",9
"215542575690854E",2
"215644823919849C",11
"215712402146609E",13
"215834928116427C",12
"215835223609446C",3
"215922595402691C",3
"215949727895872E",7
"215967442037586D",5
"216135025006021E",17
"216193884583442C",10
"216194940193325B",2
"216198265229679B",3
"216270180799145C",9
"216305753350155D",11
"216338413048353D",2
"216438820997369A",3
"216474391881087A",10
"216475084122583D",13
"216487687819927D",5
"216541892189482D",13
"216547822074191C",4
"216567176155543E",7
"216617305908834D",3
"21663332804975B",2
"216671542487790C",3
"216678227090109A",12
"216722148057975D",3
"216740054294289C",4
"216825556128728E",3
"216832084053378A",18
"21685441414789C",2
"216875495880940B",2
"216897689842017E",7
"216933675589818D",7
"216961537099268C",2
"217012881354868E",4
"217040496203608D",12
"217102070281506C",5
"217158752342610C",12
"217203341007629E",13
"21730125734797B",6
"217354410519804A",13
"217407115545648B",3
"217449718765239D",12
"217467120355080E",2
"217608249231779C",11
"21761521089066A",2
"217698148342933A",8
"217738777559781B",11
"217761766822749A",2
"217771004810637A",3
"217780774280456E",11
"217813936233545C",2
"217822685950472B",3
"217852712425350B",2
"217860429050372D",10
"217920321286749E",10
"217956458287919C",2
"217957744492109A",14
"218096755933181C",9
"218148023022717C",10
"218183645899064D",8
"218207497102907A",10
"218259129588725A",2
"218287152093055A",5
"218299796505310D",13
"21832049609262E",10
"218334536568760D",15
"218406109237425D",9
"218419888558441A",8
"218464726177577E",3
"218468097164877B",6
"218516392765913A",10
"218599239670931E",3
"218623915666028A",12
"218756696981187C",9
"218827552190469D",4
"219007329630509C",17
"219045905196707B",4
"219055975800334E",13
"219089845781665D",13
"219115860838454B",17
"219187310446327A",12
"219198597915133D",18
"219213799411595B",11
"219300455564115E",14
"219318980246511C",12
"219352023522082C",12
"21935622263754B",7
"21941060537623D",9
"219475431481489D",10
"219494688310728C",10
"219525105735252E",17
"219573479060996D",3
"2195894034259C",15
"219604691180079A",6
"219607484014037E",2
"219615237131689E",2
"219623816633622C",16
"219628299738440C",6
"219687560742118D",3
"219738829192926E",2
"219867936286357D",2
"219890278712851B",5
"21990340410350E",2
"219906421285273D",10
"22004254688741D",10
"22005985530437D",8
"220059926452582E",10
"220062301755722A",13
"220073387830582C",3
"220106637373963E",7
"220123212709289B",10
"220166660158076E",3
"22019912989463C",13
"220202349501466A",17
"220324034970177B",3
"220351871670050D",2
"22039849258166C",9
"22041916611407B",4
"220440926657557B",2
"220469560509524A",8
"220485888933156C",4
"220775688716060B",2
"220776017502579E",2
"220793315562654B",13
"220815728084495B",2
"220820649589561E",6
"220877248935193C",15
"220950440727986A",10
"220998022637627B",4
"221006727160200A",11
"221030816587697D",10
"221077544142529A",6
"221105817920320B",8
"221108708027686C",5
"221125341693391D",9
"221160724909361D",3
"221190727806548D",6
"221218515069679C",8
"221222713179450D",9
"221437088390273B",14
"221534266244601B",13
"221534315040394E",3
"221747162048813B",4
"221748092265024B",11
"221748598697564A",14
"221755056001466A",2
"221821403904283B",4
"221845914465023A",5
"22190080628793C",2
"221915792307904D",13
"22205985937155D",16
"222068874729072A",4
"222120481606748A",11
"222138242652068B",5
"222179938581003A",16
"222215347456732E",2
"222225745729667A",10
"222231013306261E",3
"222322196819772E",8
"222376771274696B",2
"222406946505722A",12
"222531110144619C",12
"222534206328367E",2
"222693173307200B",3
"222770841364260D",13
"22278553108613B",14
"22293303451718D",9
"222988178542897D",2
"223008786552184A",3
"223018136891299E",10
"22304850616122E",10
"223103395537479A",9
"223133904965662B",8
"223176352738444B",16
"223186200489001C",13
"223234520833035B",8
"223266898316901D",15
"223296186243534A",8
"223381626726729B",8
"223383373559230C",9
"223394333462236B",14
"223478873274982D",3
"223500106158702E",12
"223512057921021E",5
"223514230694865C",8
"223583052788472B",10
"223601312254917C",9
"223634338268698B",3
"223676575606922C",11
"22369982166352D",15
"223702422260203C",3
"223766109735772C",2
"223861210898229A",14
"223904401586969D",12
"223912647891186E",2
"223921556094240A",7
"224014815770254E",4
"224234760839906C",6
"224250339557750C",12
"224502005345290E",6
"224574082672499C",7
"224587936259333E",11
"224628566199424A",13
"224632542371686D",11
"224681365887652C",12
"22477281991451D",9
"224792185349392A",17
"22485827553698D",13
"224867833177339B",3
"224917288200487C",2
"2249323781105E",11
"224992523553031E",10
"225022983569620B",8
"225070191877545B",11
"225108957485844D",4
"225170860771991B",10
"225188880403215E",9
"225196786420466D",8
"225228089886646B",10
"225264581544696C",3
"225345468094349E",14
"225386269349402E",11
"225405322501885A",3
"225437088709581E",7
"225461046000519C",13
"225474667654177A",11
"225633470893928A",2
"225691605442136B",2
"225858909320281D",7
"225870341683401C",13
"225879179823139B",9
"22597155451800B",2
"225993043318304A",5
"226114985688857B",11
"226122472799208C",8
"226143486321602A",3
"226164139309829B",9
"226190609427010D",7
"226197305490974E",15
"226367824643395B",3
"22638193411519D",8
"226396858733916D",5
"226439126064019B",5
"226444248215725B",9
"226452060236877D",13
"226468601322920A",10
"22652392900355E",6
"226537666651578E",13
"226545742017631C",7
"226579022557165D",13
"226631242220538C",3
"226638096568042D",3
"226646317577966D",4
"226669750806190A",11
"226779272814633B",15
"226789345218728A",2
"226809480387869C",12
"226814082719417A",15
"226864742531257D",16
"227020195427341C",9
"227039880260702B",2
"227056095267928A",11
"227057781730433D",2
"227128845141822B",19
"22714469465403D",15
"227163194936A",19
"227219375803063B",7
"227219732759554D",3
"227243237929286C",8
"227265263131102C",6
"227365174477467B",15
"227390989907194E",15
"227441337834957C",9
"227453955967082E",10
"227533524269379C",15
"227649718895296E",13
"227788963352251D",16
"227827287670542E",8
"227857071682461C",9
"227867714905675B",9
"227886139540066E",5
"227962812918813D",7
"228063093602410D",7
"228078191874885D",12
"228099058173536B",8
"2281156807230D",16
"228137839445542A",13
"228195627241341D",14
"228196424806463E",8
"228210554839692A",5
"22827049422544C",13
"228292061606368E",12
"228293012246590E",3
"228319784847147C",15
"228358165942908D",12
"228422992838402C",13
"228481820727061B",11
"228517810425109B",13
"228522936511394D",9
"228581290130498E",7
"228586456203173A",5
"228591269282862E",4
"228681996400918C",16
"22870604660660A",3
"228711739801048C",11
"228798683753433B",8
"228815082148559B",12
"228825760722686B",6
"228838345079974E",16
"228903229945477E",11
"228940844449097E",20
"229119721894191A",5
"229126365539677E",4
"229142202891079B",11
"22917332469677A",12
"229177545015760A",2
"229200106020683A",14
"229317809407655A",7
"229432130115185A",2
"229462278660183E",19
"229492693757363B",10
"229607325953170A",4
"229609155044836C",5
"229614758544595C",6
"229642122026861E",3
"229648572282874D",7
"229667869974780E",6
"229670285297016A",3
"229690643957614C",2
"229701060075333E",7
"229708918245656A",8
"229719497697222D",8
"229809777788101D",3
"229863831425168D",5
"230052555669629A",9
"230057601327978E",14
"230099866464485A",11
"23017638844640D",2
"23019551012245D",4
"230230174115990E",5
"230251048736654C",6
"23025269839688B",14
"230267991587622B",2
"230290098885373C",2
"230338243345064D",8
"230340818943265D",3
"230375546843997B",13
"230480725501467E",13
"230576813660526B",9
"230602421506201D",5
"2306857301891C",17
"230738860195349A",17
"230750341735383E",13
"230804009296379A",2
"230810171290929B",13
"230930908082930D",8
"230964941045066B",8
"231077528988377A",13
"231098943879974E",2
"231119087444648A",3
"231203718635145C",9
"231220282624039D",2
"231343110860600B",9
"231429403191758B",13
"231491364172278B",9
"231510770189698C",2
"231582051164093A",7
"231622818546211D",4
"231658211224651E",7
"23166495261798D",15
"231669904440343D",13
"231707750018459D",4
"231735833384786A",14
"231784844335311A",15
"231902642105357A",3
"231916775340750C",13
"231966687751244D",12
"231989258052664D",5
"23206288827790E",3
"232062912318402B",2
"232123434420949C",2
"232135802540422A",5
"232145834383286D",17
"232197823225448E",13
"232280800866554C",12
"232382772321299B",13
"232403073118555C",9
"232469621004741D",5
"232540607623860B",5
"232612472014206E",14
"232665382037616B",2
"232821643064412E",17
"232823488070553A",2
"232829180199131B",15
"232844369559669C",2
"232896353958969C",15
"233013925137923E",3
"233016719190291A",6
"233039643116645B",4
"233067325608831E",2
"233159338720536A",15
"233168395792411D",3
"233177253182528E",10
"233213455035446E",11
"233223248424151E",12
"233280202320785C",9
"233284216353173D",4
"233335162359154D",4
"233335353921024B",4
"233350014766874A",10
"233359862732377C",7
"233381763741248E",10
"233421017069208C",6
"233422043745148B",12
"23343683002487D",12
"233436934557360A",8
"233438826778144A",8
"233499855763580A",15
"233525587920539B",15
"233605933787227C",7
"233611034641317B",12
"233639188579769B",5
"233685822764901B",21
"233753433583384B",13
"233796893267459E",2
"233907719980816B",7
"234063255798888E",8
"234080880013888D",4
"234082637910747B",3
"234100617370899E",12
"234150986036303D",6
"234155397896628C",3
"234268299653745A",2
"234356228768941D",13
"234389082865531D",8
"234467998907350D",7
"234512503764934A",7
"234590604049224A",14
"234592305423045C",6
"234699992806206D",13
"234714022190301E",16
"234783681277932C",10
"234796778792299E",12
"234848465612711C",7
"234906659296555C",14
"234983547783547D",5
"234989690670538A",8
"235027265824566A",12
"23509147826774E",7
"235101260161535A",9
"235113744242498B",13
"235272830961841C",10
"235373884299088B",7
"235394208116149C",9
"235452895879217C",9
"235454740391820A",18
"235528000483803B",2
"235544996840437E",4
"235562974946250C",12
"235597505490062C",11
"235602941245964D",8
"235630505750039E",7
"235693578761809C",7
"235709843438506B",11
"235738168706102A",6
"235760566790665D",17
"23581545166350D",12
"235864033943183C",6
"235977034786842C",6
"236067566653077E",6
"236077651592685A",5
"236089826413251B",13
"236144875586432B",16
"236175307362076A",2
"236224271811499E",3
"236229514019751E",9
"236253443431549D",9
"236304931050803C",10
"236385551111420C",16
"236392094267042B",7
"236395342566193D",3
"236418298841526A",5
"236421618042051C",15
"236435494244045C",8
"236436858294710D",2
"2365375127630B",10
"236557003545205C",4
"236705553698960D",12
"23672444827432C",3
"236755217898749A",2
"23683137910364A",4
"236836916527146C",12
"236888612608575B",13
"236889630338885D",3
"236905305098829A",18
"236910832410634E",12
"236918384908750D",3
"236928627128282B",15
"236936014849631C",5
"236949461013594C",5
"237004179518167E",15
"237033723328637D",14
"237129158243864D",11
"237151984636229D",5
"237171381503065A",13
"237251718125142A",7
"237301143665333C",12
"237334575069612D",9
"237375069863001C",5
"23737809796841C",8
"237381559497656E",4
"237439517639436D",10
"237475709298095B",9
"237541947413154C",10
"237560251179291A",10
"237703166827186C",9
"237706503242526E",10
"237755937980737B",6
"237797667741135A",4
"237801494829265A",13
"237841225023740C",8
"237868845267321C",6
"237875857570023D",6
"237999210058630C",15
"238045182892228C",17
"238122825333659A",12
"238233678866121B",4
"238244644163398C",13
"238491456862778A",3
"238574123423612A",5
"238634320838365E",7
"238672465538595E",13
"238727851947325A",11
"238871811161331E",11
"238941458531585B",11
"238979809235487A",2
"238994360314810B",2
"239040278209541A",9
"239160006201279D",9
"239181485970881E",13
"239231175768354D",12
"239242838519339D",12
"239281754932275D",13
"239302108788914A",5
"239304168374776E",10
"239314437954367A",15
"239373438342583D",8
"239389848561106C",8
"239442005886227C",6
"239471106434935D",4
"239536197592009E",2
"23958095378378B",14
"239644485744893E",14
"239673295836767A",6
"239680238182560B",6
"239685700589007D",5
"239711630966365A",12
"239769082304018A",2
"239773997227536E",15
"239941599886392A",10
"240035255887525D",18
"24005421658269C",21
"240099552165318A",4
"240108273921725E",17
"240133960965668B",6
"24017679770826D",4
"240222930631043D",11
"240260950872554A",3
"24034572244634E",10
"240371644294049B",15
"240397639306534C",5
"240399974978375C",2
"24040240631384E",7
"240425335668595D",13
"240427905262349D",3
"240471311042209B",3
"240486969513326C",8
"240488857616123B",4
"240537787182595A",4
"240555220948713E",13
"240698696941571E",12
"240774571288619C",17
"240943233090118C",5
"241095909212645E",13
"241205740234152E",11
"241223984498876B",14
"241437958232335B",6
"24145685072562D",9
"241570563741129B",11
"241570822351186D",3
"241572966633263B",2
"241620672694447E",11
"241625434576154A",9
"241770893383682A",7
"241861795233096E",6
"241898366148408D",4
"24191822601360D",2
"241920627660760B",11
"242039343475629D",7
"242043477893522E",15
"242061485758191B",7
"242083135879689B",18
"242285127988555C",11
"242329240711233A",5
"242341191152240D",15
"242378386157126B",11
"242424829059329D",5
"242433181037285D",13
"242478176735434E",16
"242574663162928D",16
"242577369985310C",8
"24271085938415D",9
"242720354742334D",9
"242759151276732C",11
"242765652953019A",8
"242771500557978A",3
"242772965775455B",7
"242885650524038B",5
"242906065356009D",7
"24292954407231D",15
"243064638910153C",12
"243071845607097E",2
"24311292589827A",10
"243165538109429D",10
"243215204633921A",7
"243238880109815A",15
"243370351980393A",4
"243379660991895C",7
"243424056862939B",13
"243426064295384B",2
"24344973809185B",2
"243474753773747B",10
"243626214811189D",15
"243644182365267D",12
"243661943185800B",13
"243662040912909E",3
"243662187685669C",11
"243673085715701D",3
"243726492945491E",5
"243794907340595A",12
"243849162299936E",6
"243883238313127B",15
"243899950455573D",13
"243917761410854E",10
"243968277914312A",6
"2440231466206D",8
"244079482080696C",3
"244121997379746A",9
"244149931274379D",15
"244204581530557E",3
"244239359682407E",17
"244263795250478D",10
"244281644947077E",18
"244383973976657D",11
"24439293419822E",15
"244479356646518C",9
"244480370648912C",6
"244661333284533E",18
"244672050840231B",12
"244705126395946D",15
"244720005948424C",14
"244772505089617D",5
"244785059939769C",15
"244820210014497A",13
"24483337154667B",9
"244863411071384E",6
"244939803906908E",13
"244954998692760A",11
"244988486660417E",4
"245088992121438C",4
"245115625325820A",13
"245143330464876C",13
"245151127173114A",3
"245153188451490B",20
"245185319016623E",2
"245293205994106B",7
"245334359035120C",15
"245338311599434D",7
"245348851529352E",13
"245430968031875B",17
"245495626659221E",4
"245498436466706C",12
"245549082338971C",13
"245614542714527A",12
"245640337343524B",10
"245689616260322D",14
"245730259172540A",4
"245836135261505E",2
"245924469984561B",13
"24595081304156A",4
"245981707537994E",9
"245996652662178A",14
"246043894488272E",9
"246070976205283E",5
"246087421216707C",4
"246121515043891D",12
"246124676446937E",5
"246174363822202B",11
"246190572885153D",14
"246202145938252C",4
"246208616373237D",15
"246229326818114A",2
"246234673909643A",13
"246239470876010E",4
"246276921200543E",13
"246298900187920A",2
"246324344537290C",8
"246365605203666D",14
"24643141849826E",3
"246468831830919D",2
"246618777695230C",11
"246667089977794B",15
"246681735332303A",12
"246693727996392C",5
"246696304391936B",3
"246704552940600D",10
"246718223866845D",3
"246779196755760D",13
"24686250333799C",12
"24690478319413C",12
"246917628950009E",5
"24698968891545C",9
"247062887318705E",9
"247089557175664D",18
"247095964293420B",15
"24710657022305E",10
"247126409235422D",19
"247139343535686A",14
"247170883126025B",13
"247192473397588E",10
"247205352750529B",12
"247205429820408A",14
"247211717455615D",8
"247313343478639E",3
"247376625749727D",2
"247394477706960B",11
"247522726785989D",3
"247530217891741A",7
"247531566619477E",11
"247536480215403C",2
"247558909236835D",7
"247628111739205C",12
"247639967873272B",8
"247647262808884A",7
"247650267234666C",10
"247797469366856C",9
"247854335108961E",10
"24788210983167C",5
"24789351281133C",10
"247941221030761A",2
"247970142318653A",8
"248025090469955A",2
"248034548307465E",3
"24804938507644A",13
"248080477149962B",10
"248164567529463C",2
"248173593958624D",2
"248180277170518E",10
"248202087416284C",2
"248209423050499B",8
"248226250379660D",11
"24825041146134E",10
"248302782284956C",14
"24830733966071A",3
"248365194576713B",3
"248410212533029D",13
"248428309280382A",10
"248535690919471C",11
"248554899315595E",9
"248626454877314B",13
"248673414069710B",9
"248694506901648E",5
"248731948642155D",4
"248744170264984A",2
"248809089691822D",4
"248949114830311C",6
"249043631742274A",2
"249067638308653A",5
"249081256003386C",2
"249084098138572E",18
"249100158343119A",12
"249173188293556B",7
"249180369243132D",11
"249208436666671E",12
"249238651670441D",12
"249245286150188A",4
"249268371030071E",5
"249305609412819A",12
"249306936456110A",4
"249334495482651E",13
"249386664148924B",5
"249394752604530D",7
"249424423767780C",11
"249445381089983D",14
"249620060133994D",10
"249629244983992E",5
"249635622252429A",5
"249644475577366B",4
"24970972794668E",11
"249709815807121D",13
"249798385379408D",17
"249799105923075D",3
"249800279511689C",2
"24980423399300A",15
"249805980594200E",7
"249808436209841C",11
"249898201946317A",5
"249899697153399D",8
"249954311353554E",12
"249957658306673C",4
"250089762637027E",15
"250095311050018B",17
"250113432407570C",16
"250164809354279D",3
"250189132016882A",7
"250237821749924C",7
"250279114702471C",14
"250282187727714C",10
"25030289304099E",9
"250304619683136D",2
"25031581688310E",14
"250365856216107A",15
"250429811995077A",6
"250460489688583E",13
"250478988490672A",8
"250495625001012D",10
"250518956706603C",5
"250533287914426C",5
"250551296161683B",10
"250555246915467D",4
"250573720618919D",13
"250608333580476E",14
"250676248567160D",16
"250691716989184E",2
"250731398018906B",4
"250731955174067C",10
"250755364793868A",13
"250786577066798E",8
"250849680780076B",5
"250949902893803D",12
"250984503537759A",11
"251051321832947B",9
"251356264944303D",13
"251504551813606A",10
"251561168149213C",4
"251621157226299B",3
"251707799824056C",11
"251746151327790C",4
"251756713703444B",10
"251772651741236B",4
"251779122590326D",6
"251787420043566C",14
"251972103654685E",12
"251974109390728C",4
"25201506457812B",3
"252023928378166A",10
"252026270340659C",2
"252143008884738A",13
"252144105327869C",13
"25214587808757D",4
"252183613043466D",2
"252219594437035E",7
"252277504637390C",14
"252282846771578D",5
"252290882556201C",5
"252309910346254E",3
"252337748908163E",14
"252348351692428B",14
"252513861391189B",11
"252519520052969B",11
"252536490914502A",18
"252552326410166C",4
"252579244479138E",12
"25260221696526B",13
"252626968219881E",11
"252653924353173D",10
"25268277176261B",4
"25271028660473E",2
"252719813973510D",13
"252758637740481B",4
"252776823902658E",11
"252827299162327B",12
"252844313380630E",2
"252845662480776B",6
"252970909115724A",13
"252975926035456E",18
"253160636008206B",9
"253259104469384B",9
"253305599464948D",7
"253311784573919D",14
"253338528439166D",15
"253365577220101D",3
"253637028056222A",8
"253712462412484A",3
"253736162976710B",6
"253789814172371B",2
"253790585266652E",14
"253918409704666D",11
"253933031640898B",2
"253963425191195E",9
"253972041345385C",2
"253981315870382A",11
"254038187034131A",12
"25407836336235E",9
"254107177246145A",4
"254113759503146B",8
"254165409397125B",6
"254195702847941D",12
"254232008088396B",14
"25430077382019C",3
"254310186756543D",11
"254316419342491E",5
"25434122184189B",12
"254378318030224B",15
"254417273620794B",13
"254425238809976C",12
"254485715726552C",10
"254488004413392B",11
"254508761600810C",12
"254632619665278C",2
"254664474051998C",18
"254678817234028E",9
"254737175829813E",12
"254774267972389B",13
"254810008515827A",7
"254825534360418D",9
"254828235523558E",11
"254863180933409E",10
"254871322662901A",12
"254976950909109A",2
"25499624822323A",4
"255119233701959C",9
"25513743336538A",10
"255165774504048A",9
"255183060029947C",11
"255350971103894C",14
"255373882044837D",12
"255463681813560C",2
"255544103648785D",5
"255591434535484E",3
"255623070549013A",17
"25567344599672E",6
"255715213400711B",17
"255719207971392E",6
"255752236911297A",3
"255765656767575C",9
"25576947186137D",9
"255770906206577D",13
"255789838663174D",14
"255843867272360A",12
"255872263592778A",8
"255931827329377A",16
"255956916749393D",4
"255974870556359B",4
"255999811902323E",12
"256039316101424C",2
"256086568532922D",5
"256239513150483D",13
"256257237556231E",9
"256263701838228E",11
"256273174346501C",10
"256287886061236C",7
"256320893168579D",10
"256371659574732D",3
"256376891479171D",4
"256404285320985E",11
"256408062569285C",12
"256437713934370D",11
"256488442650238A",15
"256504044860476B",8
"256511645125882C",6
"256549812131758A",12
"256657729161666C",3
"256725466727660A",4
"256752282683023D",13
"256763262284817D",16
"256780782047819C",12
"256813768002440B",2
"256841498108152E",14
"256893593301977B",15
"256897011784765A",8
"256920649155590E",4
"256932014826244E",5
"256939717470362C",16
"257068373567526D",3
"257177099476755C",13
"257198113175528C",7
"257238341814707E",9
"257278641435243C",12
"257312091111930C",3
"257315753398729E",6
"257382122493412B",8
"257486533283917C",17
"25756600739822C",13
"25760833308187A",9
"257692572093052C",16
"257734027362121B",12
"25784991501315D",5
"257875264574802E",11
"257885247967435D",2
"25792351515386D",10
"257927245791659B",8
"257976671261590B",11
"258013751913950C",2
"258028740998274E",13
"258087994878178B",2
"25824140616581B",4
"258263240874410D",3
"258326401621934E",17
